Year,Product,Unit,Species,Average,Min,Max,Num_Reports,Prior_Year_Avg
2009,STUDWOOD,ton,RED OAK,458.0,125.0,900.0,154.0,560.0
2009,STUDWOOD,ton,RED/WHITE MAPLE,227.0,60.0,782.0,15.0,489.0
2009,STUDWOOD,ton,SUGAR MAPLE,614.0,175.0,1005.0,222.0,600.0
2009,STUDWOOD,ton,WHITE BIRCH,458.0,226.0,900.0,101.0,505.0
2009,STUDWOOD,ton,YELLOW BIRCH,584.0,200.0,942.0,229.0,582.0
2010,BIOMASS,ton,ALL SPECIES,3.84,0.05,10.0,722.0,3.0
2010,SAWLOG,MBF,ASH,124.0,25.0,351.0,441.0,161.0
2010,SAWLOG,MBF,ASPEN/POPLAR,105.0,20.0,190.0,63.0,75.0
2010,SAWLOG,MBF,BEECH,59.0,20.0,146.0,40.0,82.0
2010,SAWLOG,MBF,CEDAR,76.0,12.0,187.0,59.0,96.0
2010,SAWLOG,MBF,HEMLOCK,69.0,3.0,165.0,345.0,70.0
2010,SAWLOG,MBF,RED OAK,242.0,45.0,650.0,452.0,202.0
2010,SAWLOG,MBF,RED PINE,72.0,13.0,239.0,89.0,66.0
2010,SAWLOG,MBF,RED/WHITE MAPLE,74.0,20.0,250.0,497.0,110.0
2010,SAWLOG,MBF,SPRUCE & FIR,105.0,15.0,300.0,586.0,123.0
2010,SAWLOG,MBF,SUGAR MAPLE,154.0,40.0,530.0,504.0,172.0
2010,SAWLOG,MBF,WHITE BIRCH,121.0,20.0,326.0,375.0,128.0
2010,SAWLOG,MBF,WHITE OAK,120.0,13.0,250.0,48.0,144.0
2010,SAWLOG,MBF,WHITE PINE,170.0,20.0,375.0,977.0,169.0
2010,SAWLOG,MBF,YELLOW BIRCH,161.0,30.0,450.0,463.0,186.0
2010,BOLTWOOD,MBF,CEDAR,46.0,40.0,132.0,7.0,
2010,BOLTWOOD,MBF,SUGAR MAPLE,105.0,26.0,158.0,20.0,123.0
2010,BOLTWOOD,MBF,WHITE BIRCH,132.0,30.0,222.0,170.0,128.0
2010,BOLTWOOD,MBF,YELLOW BIRCH,57.0,24.0,190.0,58.0,112.0
2010,FIREWOOD,cord,ALL SPECIES,21.0,3.0,50.0,604.0,19.0
2010,PALLETWOOD,MBF,HARDWOOD,60.0,1.0,175.0,406.0,63.0
2010,PALLETWOOD,MBF,SOFTWOOD,67.0,2.0,130.0,364.0,68.0
2010,STUDWOOD,ton,OTHER SPECIES,12.0,3.0,45.0,231.0,11.0
2010,STUDWOOD,ton,SPRUCE & FIR,22.0,3.0,40.0,323.0,22.0
2010,PULPWOOD,ton,ASPEN/POPLAR,11.0,0.2,27.0,549.0,9.0
2010,PULPWOOD,ton,CEDAR,16.0,0.3,20.0,85.0,16.0
2010,PULPWOOD,ton,HEMLOCK,6.0,0.5,16.0,588.0,7.0
2010,PULPWOOD,ton,MIXED HARDWOOD,8.0,0.6,25.0,1221.0,8.0
2010,PULPWOOD,ton,RED PINE,4.0,1.0,8.0,27.0,5.0
2010,PULPWOOD,ton,SPRUCE & FIR,11.0,0.22,40.0,779.0,13.0
2010,PULPWOOD,ton,WHITE PINE,4.0,0.11,14.0,682.0,4.0
2010,PULPWOOD,ton,ASPEN/POPLAR,122.0,70.0,250.0,13.0,110.0
2010,PULPWOOD,ton,RED OAK,528.0,105.0,927.0,258.0,458.0
2010,PULPWOOD,ton,RED/WHITE MAPLE,294.0,40.0,533.0,18.0,227.0
2010,PULPWOOD,ton,SUGAR MAPLE,400.0,100.0,1000.0,228.0,614.0
2010,PULPWOOD,ton,WHITE BIRCH,478.0,90.0,798.0,155.0,458.0
2010,PULPWOOD,ton,YELLOW BIRCH,508.0,60.0,1000.0,272.0,584.0
2011,BIOMASS,ton,ALL SPECIES,2.43,0.1,10.0,689.0,4.0
2011,SAWLOG,MBF,ASH,165.0,20.0,350.0,439.0,124.0
2011,SAWLOG,MBF,ASPEN/POPLAR,107.0,20.0,178.0,65.0,105.0
2011,SAWLOG,MBF,BEECH,93.0,12.0,200.0,44.0,59.0
2011,SAWLOG,MBF,CEDAR,121.0,13.0,188.0,83.0,76.0
2011,SAWLOG,MBF,HEMLOCK,73.0,20.0,170.0,404.0,69.0
2011,SAWLOG,MBF,RED OAK,211.0,47.0,550.0,421.0,242.0
2011,SAWLOG,MBF,RED PINE,54.0,10.0,200.0,94.0,72.0
2011,SAWLOG,MBF,RED/WHITE MAPLE,123.0,17.0,300.0,518.0,74.0
2011,SAWLOG,MBF,SPRUCE & FIR,141.0,17.0,300.0,605.0,105.0
2011,SAWLOG,MBF,SUGAR MAPLE,186.0,25.0,535.0,493.0,154.0
2011,SAWLOG,MBF,WHITE BIRCH,127.0,30.0,495.0,446.0,121.0
2011,SAWLOG,MBF,WHITE OAK,148.0,20.0,350.0,42.0,120.0
2011,SAWLOG,MBF,WHITE PINE,172.0,19.0,430.0,1064.0,170.0
2011,SAWLOG,MBF,YELLOW BIRCH,191.0,38.0,480.0,466.0,161.0
2011,BOLTWOOD,MBF,CEDAR,46.0,20.0,120.0,5.0,46.0
2011,BOLTWOOD,MBF,SUGAR MAPLE,102.0,40.0,159.0,20.0,105.0
2011,BOLTWOOD,MBF,WHITE BIRCH,128.0,20.0,215.0,189.0,132.0
2011,BOLTWOOD,MBF,YELLOW BIRCH,121.0,40.0,205.0,62.0,57.0
2011,FIREWOOD,cord,ALL SPECIES,21.0,4.0,51.0,686.0,21.0
2011,PALLETWOOD,MBF,HARDWOOD,69.0,5.0,180.0,402.0,60.0
2011,PALLETWOOD,MBF,SOFTWOOD,78.0,4.0,150.0,409.0,67.0
2011,STUDWOOD,ton,OTHER SPECIES,14.0,2.0,50.0,223.0,12.0
2011,STUDWOOD,ton,SPRUCE & FIR,27.0,4.0,46.0,387.0,22.0
2011,PULPWOOD,ton,ASPEN/POPLAR,11.0,1.0,27.0,599.0,11.0
2011,PULPWOOD,ton,CEDAR,13.0,0.5,25.0,107.0,16.0
2011,PULPWOOD,ton,HEMLOCK,6.0,0.38,15.0,712.0,6.0
2011,PULPWOOD,ton,MIXED HARDWOOD,10.0,0.6,22.0,1290.0,8.0
2011,PULPWOOD,ton,RED PINE,8.0,2.0,14.0,41.0,4.0
2011,PULPWOOD,ton,SPRUCE & FIR,13.0,0.4,33.0,870.0,11.0
2011,PULPWOOD,ton,WHITE PINE,4.0,0.38,13.0,803.0,4.0
2011,PULPWOOD,ton,ASPEN/POPLAR,133.0,55.0,250.0,25.0,122.0
2011,PULPWOOD,ton,RED OAK,504.0,100.0,1160.0,208.0,528.0
2011,PULPWOOD,ton,RED/WHITE MAPLE,225.0,55.0,800.0,18.0,294.0
2011,PULPWOOD,ton,SUGAR MAPLE,501.0,100.0,1166.0,201.0,400.0
2011,PULPWOOD,ton,WHITE BIRCH,486.0,100.0,965.0,198.0,478.0
2011,PULPWOOD,ton,YELLOW BIRCH,643.0,100.0,976.0,224.0,508.0
2012,BIOMASS,ton,ALL SPECIES,2.08,0.4,8.0,794.0,2.0
2012,SAWLOG,MBF,ASH,173.0,45.0,400.0,456.0,165.0
2012,SAWLOG,MBF,ASPEN/POPLAR,139.0,50.0,282.0,38.0,107.0
2012,SAWLOG,MBF,BEECH,85.0,4.0,235.0,41.0,93.0
2012,SAWLOG,MBF,CEDAR,65.0,12.0,175.0,63.0,121.0
2012,SAWLOG,MBF,HEMLOCK,72.0,20.0,172.0,451.0,73.0
2012,SAWLOG,MBF,RED OAK,208.0,50.0,450.0,470.0,211.0
2012,SAWLOG,MBF,RED PINE,67.0,20.0,150.0,91.0,54.0
2012,SAWLOG,MBF,RED/WHITE MAPLE,145.0,25.0,370.0,469.0,123.0
2012,SAWLOG,MBF,SPRUCE & FIR,116.0,20.0,235.0,591.0,141.0
2012,SAWLOG,MBF,SUGAR MAPLE,221.0,50.0,451.0,522.0,186.0
2012,SAWLOG,MBF,WHITE BIRCH,171.0,40.0,400.0,419.0,127.0
2012,SAWLOG,MBF,WHITE OAK,162.0,20.0,355.0,59.0,148.0
2012,SAWLOG,MBF,WHITE PINE,165.0,27.0,335.0,1103.0,172.0
2012,SAWLOG,MBF,YELLOW BIRCH,225.0,50.0,502.0,475.0,191.0
2012,BOLTWOOD,MBF,SUGAR MAPLE,159.0,40.0,239.0,44.0,102.0
2012,BOLTWOOD,MBF,WHITE BIRCH,174.0,29.0,370.0,283.0,128.0
2012,BOLTWOOD,MBF,YELLOW BIRCH,150.0,72.0,300.0,51.0,121.0
2012,FIREWOOD,cord,ALL SPECIES,21.0,7.0,45.0,667.0,21.0
2012,PALLETWOOD,MBF,HARDWOOD,61.0,5.0,182.0,446.0,69.0
2012,PALLETWOOD,MBF,SOFTWOOD,54.0,9.0,155.0,415.0,78.0
2012,PALLETWOOD,MBF,ASPEN/POPLAR,12.0,2.0,27.0,648.0,11.0
2012,PALLETWOOD,MBF,CEDAR,12.0,1.0,30.0,136.0,13.0
2012,PALLETWOOD,MBF,HEMLOCK,6.0,2.0,14.0,722.0,6.0
2012,PALLETWOOD,MBF,MIXED HARDWOOD,10.0,2.0,23.0,1437.0,10.0
2012,PALLETWOOD,MBF,RED PINE,6.0,0.46,12.0,31.0,8.0
2012,PALLETWOOD,MBF,SPRUCE & FIR,13.0,0.62,34.0,865.0,13.0
2012,PALLETWOOD,MBF,WHITE PINE,4.0,2.0,11.0,788.0,4.0
2012,PALLETWOOD,MBF,OTHER SPECIES,12.0,2.0,50.0,260.0,14.0
2012,PALLETWOOD,MBF,SPRUCE & FIR,25.0,2.0,41.0,470.0,27.0
2012,PALLETWOOD,MBF,ASPEN/POPLAR,116.0,80.0,160.0,7.0,133.0
2012,PALLETWOOD,MBF,RED OAK,485.0,127.0,1060.0,211.0,504.0
2012,PALLETWOOD,MBF,RED/WHITE MAPLE,478.0,100.0,750.0,14.0,225.0
2012,PALLETWOOD,MBF,SUGAR MAPLE,674.0,175.0,1500.0,247.0,501.0
2012,PALLETWOOD,MBF,WHITE BIRCH,529.0,145.0,1000.0,202.0,486.0
2012,PALLETWOOD,MBF,YELLOW BIRCH,731.0,150.0,1160.0,246.0,643.0
2013,BIOMASS,ton,ALL SPECIES,2.3,0.5,7.0,742.0,2.0
2013,SAWLOG,MBF,ASH,164.0,40.0,317.0,461.0,173.0
2013,SAWLOG,MBF,ASPEN/POPLAR,66.0,38.0,180.0,58.0,139.0
2013,SAWLOG,MBF,BEECH,137.0,23.0,195.0,28.0,85.0
2013,SAWLOG,MBF,CEDAR,65.0,20.0,163.0,87.0,65.0
2013,SAWLOG,MBF,HEMLOCK,70.0,31.0,150.0,429.0,72.0
2013,SAWLOG,MBF,RED OAK,237.0,85.0,434.0,466.0,208.0
2013,SAWLOG,MBF,RED PINE,53.0,12.0,129.0,79.0,67.0
2013,SAWLOG,MBF,RED/WHITE MAPLE,122.0,23.0,285.0,500.0,145.0
2013,SAWLOG,MBF,SPRUCE & FIR,114.0,40.0,245.0,598.0,116.0
2013,SAWLOG,MBF,SUGAR MAPLE,225.0,53.0,457.0,518.0,221.0
2013,SAWLOG,MBF,WHITE BIRCH,141.0,50.0,314.0,409.0,171.0
2013,SAWLOG,MBF,WHITE OAK,122.0,25.0,250.0,51.0,162.0
2013,SAWLOG,MBF,WHITE PINE,161.0,43.0,290.0,1111.0,165.0
2013,SAWLOG,MBF,YELLOW BIRCH,198.0,58.0,367.0,447.0,225.0
2013,BOLTWOOD,MBF,ASPEN/POPLAR,,,,,
2013,BOLTWOOD,MBF,CEDAR,,,,,
2013,BOLTWOOD,MBF,SUGAR MAPLE,124.0,80.0,145.0,25.0,159.0
2013,BOLTWOOD,MBF,WHITE BIRCH,149.0,34.0,241.0,245.0,174.0
2013,BOLTWOOD,MBF,YELLOW BIRCH,117.0,74.0,184.0,47.0,150.0
2013,FIREWOOD,cord,ALL SPECIES,21.0,6.0,36.0,635.0,21.0
2013,PALLETWOOD,MBF,HARDWOOD,84.0,15.0,180.0,434.0,61.0
2013,PALLETWOOD,MBF,SOFTWOOD,51.0,10.0,85.0,367.0,54.0
2013,PALLETWOOD,MBF,OTHER SPECIES,13.0,2.0,30.0,236.0,12.0
2013,PALLETWOOD,MBF,SPRUCE & FIR,29.0,6.0,42.0,459.0,25.0
2013,PULPWOOD,ton,ASPEN/POPLAR,13.0,1.0,25.0,593.0,12.0
2013,PULPWOOD,ton,CEDAR,8.0,3.0,20.0,104.0,12.0
2013,PULPWOOD,ton,HEMLOCK,5.0,2.0,11.0,679.0,6.0
2013,PULPWOOD,ton,MIXED HARDWOOD,10.0,2.0,26.0,1384.0,10.0
2013,PULPWOOD,ton,RED PINE,5.0,3.0,10.0,31.0,6.0
2013,PULPWOOD,ton,SPRUCE & FIR,13.0,3.0,28.0,870.0,13.0
2013,PULPWOOD,ton,WHITE PINE,4.0,1.0,9.0,777.0,4.0
2013,PULPWOOD,ton,ASPEN/POPLAR,130.0,83.0,175.0,7.0,116.0
2013,PULPWOOD,ton,RED OAK,526.0,210.0,900.0,237.0,485.0
2013,PULPWOOD,ton,RED/WHITE MAPLE,398.0,100.0,500.0,11.0,478.0
2013,PULPWOOD,ton,SUGAR MAPLE,572.0,210.0,1204.0,221.0,674.0
2013,PULPWOOD,ton,WHITE BIRCH,486.0,175.0,843.0,188.0,529.0
2013,PULPWOOD,ton,YELLOW BIRCH,585.0,180.0,978.0,204.0,731.0
2014,BIOMASS,ton,ALL SPECIES,2.84,0.75,7.6,799.0,2.0
2014,SAWLOG,MBF,ASH,179.0,50.0,309.0,461.0,164.0
2014,SAWLOG,MBF,ASPEN/POPLAR,122.0,40.0,200.0,54.0,66.0
2014,SAWLOG,MBF,BEECH,97.0,20.0,165.0,26.0,137.0
2014,SAWLOG,MBF,CEDAR,102.0,10.0,147.0,123.0,65.0
2014,SAWLOG,MBF,HEMLOCK,72.0,32.0,135.0,404.0,70.0
2014,SAWLOG,MBF,RED OAK,319.0,105.0,558.0,462.0,237.0
2014,SAWLOG,MBF,RED PINE,66.0,25.0,145.0,99.0,53.0
2014,SAWLOG,MBF,RED/WHITE MAPLE,167.0,40.0,271.0,493.0,122.0
2014,SAWLOG,MBF,SPRUCE & FIR,206.0,37.0,276.0,543.0,114.0
2014,SAWLOG,MBF,SUGAR MAPLE,291.0,57.0,504.0,466.0,225.0
2014,SAWLOG,MBF,WHITE BIRCH,168.0,13.0,363.0,434.0,141.0
2014,SAWLOG,MBF,WHITE OAK,173.0,35.0,336.0,59.0,122.0
2014,SAWLOG,MBF,WHITE PINE,172.0,55.0,279.0,1053.0,161.0
2014,SAWLOG,MBF,YELLOW BIRCH,252.0,60.0,364.0,454.0,198.0
2014,BOLTWOOD,MBF,ASPEN/POPLAR,,,,,
2014,BOLTWOOD,MBF,CEDAR,,,,,
2014,BOLTWOOD,MBF,SUGAR MAPLE,170.0,50.0,214.0,31.0,124.0
2014,BOLTWOOD,MBF,WHITE BIRCH,161.0,26.0,279.0,241.0,149.0
2014,BOLTWOOD,MBF,YELLOW BIRCH,156.0,49.0,190.0,47.0,117.0
2014,FIREWOOD,cord,ALL SPECIES,24.0,8.0,43.0,659.0,21.0
2014,PALLETWOOD,MBF,HARDWOOD,40.0,20.0,234.0,415.0,84.0
2014,PALLETWOOD,MBF,SOFTWOOD,56.0,12.0,100.0,371.0,51.0
2014,PALLETWOOD,MBF,OTHER SPECIES,10.0,2.0,28.0,194.0,13.0
2014,PALLETWOOD,MBF,SPRUCE & FIR,31.0,7.0,46.0,473.0,29.0
2014,PULPWOOD,ton,ASPEN/POPLAR,13.0,3.0,27.0,591.0,13.0
2014,PULPWOOD,ton,CEDAR,12.0,4.0,23.0,115.0,8.0
2014,PULPWOOD,ton,HEMLOCK,6.0,2.0,12.0,629.0,5.0
2014,PULPWOOD,ton,MIXED HARDWOOD,11.0,3.0,24.0,1340.0,10.0
2014,PULPWOOD,ton,RED PINE,4.0,4.0,9.0,18.0,5.0
2014,PULPWOOD,ton,SPRUCE & FIR,12.0,2.0,28.0,797.0,13.0
2014,PULPWOOD,ton,WHITE PINE,4.0,1.0,12.0,684.0,4.0
2014,PULPWOOD,ton,ASPEN/POPLAR,,,,,
2014,PULPWOOD,ton,RED OAK,568.0,246.0,930.0,277.0,526.0
2014,PULPWOOD,ton,RED/WHITE MAPLE,314.0,200.0,600.0,9.0,398.0
2014,PULPWOOD,ton,SUGAR MAPLE,823.0,204.0,1206.0,187.0,572.0
2014,PULPWOOD,ton,WHITE BIRCH,593.0,200.0,920.0,184.0,486.0
2014,PULPWOOD,ton,YELLOW BIRCH,723.0,200.0,975.0,177.0,585.0
2015,BIOMASS,ton,ALL SPECIES,2.94,0.25,12.0,718.0,3.0
2015,SAWLOG,MBF,ASH,175.0,50.0,404.0,516.0,179.0
2015,SAWLOG,MBF,ASPEN/POPLAR,130.0,26.0,220.0,63.0,122.0
2015,SAWLOG,MBF,BEECH,81.0,10.0,179.0,56.0,97.0
2015,SAWLOG,MBF,CEDAR,118.0,19.0,180.0,125.0,102.0
2015,SAWLOG,MBF,HEMLOCK,73.0,20.0,200.0,422.0,72.0
2015,SAWLOG,MBF,RED OAK,291.0,50.0,580.0,572.0,319.0
2015,SAWLOG,MBF,RED PINE,71.0,20.0,125.0,97.0,66.0
2015,SAWLOG,MBF,RED/WHITE MAPLE,185.0,23.0,313.0,498.0,167.0
2015,SAWLOG,MBF,SPRUCE & FIR,205.0,36.0,280.0,532.0,206.0
2015,SAWLOG,MBF,SUGAR MAPLE,300.0,48.0,550.0,520.0,291.0
2015,SAWLOG,MBF,WHITE BIRCH,170.0,35.0,350.0,497.0,168.0
2015,SAWLOG,MBF,WHITE OAK,186.0,25.0,315.0,70.0,173.0
2015,SAWLOG,MBF,WHITE PINE,172.0,10.0,331.0,983.0,172.0
2015,SAWLOG,MBF,YELLOW BIRCH,276.0,52.0,397.0,493.0,252.0
2015,BOLTWOOD,MBF,ASPEN/POPLAR,,,,,
2015,BOLTWOOD,MBF,CEDAR,176.0,70.0,250.0,4.0,
2015,BOLTWOOD,MBF,SUGAR MAPLE,165.0,100.0,190.0,19.0,170.0
2015,BOLTWOOD,MBF,WHITE BIRCH,157.0,25.0,347.0,247.0,161.0
2015,BOLTWOOD,MBF,YELLOW BIRCH,130.0,38.0,189.0,26.0,156.0
2015,FIREWOOD,cord,ALL SPECIES,26.0,4.0,58.0,648.0,24.0
2015,PALLETWOOD,MBF,HARDWOOD,108.0,10.0,298.0,480.0,40.0
2015,PALLETWOOD,MBF,SOFTWOOD,59.0,1.0,150.0,391.0,56.0
2015,PALLETWOOD,MBF,OTHER SPECIES,11.0,2.0,35.0,217.0,10.0
2015,PALLETWOOD,MBF,SPRUCE & FIR,30.0,4.0,54.0,539.0,31.0
2015,PULPWOOD,ton,ASPEN/POPLAR,15.0,2.0,31.0,578.0,13.0
2015,PULPWOOD,ton,CEDAR,12.0,1.0,25.0,122.0,12.0
2015,PULPWOOD,ton,HEMLOCK,6.0,0.8,19.0,631.0,6.0
2015,PULPWOOD,ton,MIXED HARDWOOD,12.0,1.0,35.0,1390.0,11.0
2015,PULPWOOD,ton,RED PINE,7.0,2.0,14.0,28.0,4.0
2015,PULPWOOD,ton,SPRUCE & FIR,12.0,1.0,33.0,697.0,12.0
2015,PULPWOOD,ton,WHITE PINE,4.0,0.5,14.0,645.0,4.0
2015,PULPWOOD,ton,ASPEN/POPLAR,230.0,90.0,450.0,4.0,
2015,PULPWOOD,ton,RED OAK,537.0,200.0,1050.0,270.0,568.0
2015,PULPWOOD,ton,RED/WHITE MAPLE,430.0,350.0,600.0,10.0,314.0
2015,PULPWOOD,ton,SUGAR MAPLE,863.0,245.0,1313.0,198.0,823.0
2015,PULPWOOD,ton,WHITE BIRCH,576.0,100.0,999.0,199.0,593.0
2015,PULPWOOD,ton,YELLOW BIRCH,790.0,234.0,1436.0,196.0,723.0
2016,BIOMASS,ton,ALL SPECIES,2.3,0.37,6.5,594.0,2.94
2016,SAWLOG,MBF,ASH,184.0,50.0,363.0,549.0,175.0
2016,SAWLOG,MBF,ASPEN/POPLAR,102.0,25.0,220.0,46.0,130.0
2016,SAWLOG,MBF,BEECH,107.0,12.0,250.0,72.0,81.0
2016,SAWLOG,MBF,CEDAR,116.0,30.0,200.0,129.0,118.0
2016,SAWLOG,MBF,HEMLOCK,71.0,20.0,150.0,404.0,73.0
2016,SAWLOG,MBF,RED OAK,283.0,80.0,550.0,534.0,291.0
2016,SAWLOG,MBF,RED PINE,41.0,15.0,170.0,81.0,71.0
2016,SAWLOG,MBF,RED/WHITE MAPLE,155.0,40.0,331.0,581.0,185.0
2016,SAWLOG,MBF,SPRUCE & FIR,109.0,36.0,200.0,534.0,205.0
2016,SAWLOG,MBF,SUGAR MAPLE,204.0,50.0,515.0,546.0,300.0
2016,SAWLOG,MBF,WHITE BIRCH,195.0,50.0,324.0,528.0,170.0
2016,SAWLOG,MBF,WHITE OAK,167.0,25.0,550.0,65.0,186.0
2016,SAWLOG,MBF,WHITE PINE,169.0,40.0,292.0,947.0,172.0
2016,SAWLOG,MBF,YELLOW BIRCH,200.0,40.0,375.0,480.0,276.0
2016,BOLTWOOD,MBF,ASPEN/POPLAR,,,,,
2016,BOLTWOOD,MBF,CEDAR,139.0,40.0,160.0,6.0,176.0
2016,BOLTWOOD,MBF,RED OAK,123.0,60.0,137.0,5.0,
2016,BOLTWOOD,MBF,RED/WHITE MAPLE,88.0,56.0,150.0,5.0,
2016,BOLTWOOD,MBF,SUGAR MAPLE,130.0,45.0,193.0,28.0,165.0
2016,BOLTWOOD,MBF,WHITE BIRCH,171.0,25.0,300.0,249.0,157.0
2016,BOLTWOOD,MBF,YELLOW BIRCH,143.0,45.0,202.0,27.0,130.0
2016,FIREWOOD,cord,ALL SPECIES,24.0,8.0,40.0,581.0,26.0
2016,PALLETWOOD,MBF,HARDWOOD,83.0,15.0,250.0,543.0,108.0
2016,PALLETWOOD,MBF,SOFTWOOD,53.0,10.0,90.0,425.0,59.0
2016,STUDWOOD,ton,OTHER SPECIES,11.0,2.0,36.0,157.0,11.0
2016,STUDWOOD,ton,SPRUCE & FIR,23.0,5.0,33.0,382.0,30.0
2016,VENEER,MBF,ASH,391.0,22.0,800.0,28.0,
2016,VENEER,MBF,ASPEN/POPLAR,,,,,
2016,VENEER,MBF,BEECH,,,,,
2016,VENEER,MBF,RED OAK,630.0,200.0,1175.0,276.0,537.0
2016,VENEER,MBF,RED/WHITE MAPLE,512.0,150.0,882.0,16.0,430.0
2016,VENEER,MBF,SUGAR MAPLE,894.0,265.0,1324.0,197.0,863.0
2016,VENEER,MBF,WHITE BIRCH,580.0,225.0,1056.0,193.0,576.0
2016,VENEER,MBF,WHITE OAK,451.0,425.0,800.0,4.0,
2016,VENEER,MBF,YELLOW BIRCH,1012.0,200.0,1340.0,193.0,790.0
2016,PULPWOOD,ton,ASPEN/POPLAR,11.0,1.0,20.0,399.0,15.0
2016,PULPWOOD,ton,CEDAR,9.0,1.0,20.0,78.0,12.0
2016,PULPWOOD,ton,HEMLOCK,5.0,0.96,11.0,328.0,6.0
2016,PULPWOOD,ton,MIXED HARDWOOD,8.0,2.0,22.0,1213.0,12.0
2016,PULPWOOD,ton,RED PINE,7.0,1.0,15.0,25.0,7.0
2016,PULPWOOD,ton,SPRUCE & FIR,7.0,2.0,20.0,354.0,12.0
2016,PULPWOOD,ton,WHITE PINE,3.0,0.5,11.0,372.0,4.0
2017,BIOMASS,ton,ALL SPECIES,1.51,0.38,4.76,658.0,1.9
2017,SAWLOG,MBF,ASH,169.0,45.0,450.0,510.0,184.0
2017,SAWLOG,MBF,ASPEN/POPLAR,78.0,25.0,205.0,64.0,102.0
2017,SAWLOG,MBF,BEECH,94.0,20.0,260.0,33.0,107.0
2017,SAWLOG,MBF,CEDAR,136.0,20.0,212.0,151.0,116.0
2017,SAWLOG,MBF,HEMLOCK,58.0,15.0,152.0,398.0,71.0
2017,SAWLOG,MBF,RED OAK,293.0,33.0,582.0,572.0,283.0
2017,SAWLOG,MBF,RED PINE,64.0,15.0,190.0,91.0,41.0
2017,SAWLOG,MBF,RED/WHITE MAPLE,135.0,30.0,344.0,503.0,155.0
2017,SAWLOG,MBF,SPRUCE & FIR,122.0,25.0,285.0,550.0,109.0
2017,SAWLOG,MBF,SUGAR MAPLE,183.0,35.0,502.0,482.0,204.0
2017,SAWLOG,MBF,WHITE BIRCH,158.0,30.0,350.0,479.0,195.0
2017,SAWLOG,MBF,WHITE OAK,162.0,20.0,400.0,61.0,167.0
2017,SAWLOG,MBF,WHITE PINE,171.0,20.0,365.0,976.0,169.0
2017,SAWLOG,MBF,YELLOW BIRCH,163.0,30.0,400.0,446.0,200.0
2017,BOLTWOOD,MBF,ASPEN/POPLAR,,,,,
2017,BOLTWOOD,MBF,CEDAR,,,,,
2017,BOLTWOOD,MBF,RED OAK,,,,,
2017,BOLTWOOD,MBF,RED/WHITE MAPLE,,,,,
2017,BOLTWOOD,MBF,SUGAR MAPLE,102.0,80.0,130.0,10.0,130.0
2017,BOLTWOOD,MBF,WHITE BIRCH,129.0,25.0,250.0,179.0,171.0
2017,BOLTWOOD,MBF,YELLOW BIRCH,138.0,25.0,194.0,20.0,143.0
2017,FIREWOOD,cord,ALL SPECIES,22.0,5.0,45.0,608.0,24.0
2017,PALLETWOOD,MBF,HARDWOOD,79.0,9.0,255.0,572.0,83.0
2017,PALLETWOOD,MBF,SOFTWOOD,46.0,10.0,207.0,446.0,53.0
2017,STUDWOOD,ton,OTHER SPECIES,12.0,2.0,36.0,202.0,11.0
2017,STUDWOOD,ton,SPRUCE & FIR,22.0,3.0,36.0,452.0,23.0
2017,VENEER,MBF,ASH,419.0,25.0,800.0,21.0,391.0
2017,VENEER,MBF,ASPEN/POPLAR,104.0,55.0,162.0,10.0,
2017,VENEER,MBF,BEECH,,,,,
2017,VENEER,MBF,RED OAK,687.0,200.0,1150.0,294.0,630.0
2017,VENEER,MBF,RED/WHITE MAPLE,463.0,150.0,867.0,16.0,512.0
2017,VENEER,MBF,SUGAR MAPLE,792.0,200.0,1313.0,227.0,894.0
2017,VENEER,MBF,WHITE BIRCH,591.0,225.0,1015.0,195.0,580.0
2017,VENEER,MBF,WHITE OAK,344.0,242.0,625.0,6.0,451.0
2017,VENEER,MBF,YELLOW BIRCH,960.0,275.0,1338.0,203.0,1012.0
2017,PULPWOOD,ton,ASPEN/POPLAR,9.0,1.0,25.0,377.0,11.0
2017,PULPWOOD,ton,CEDAR,15.0,0.86,20.0,77.0,9.0
2017,PULPWOOD,ton,HEMLOCK,4.0,0.5,13.0,346.0,5.0
2017,PULPWOOD,ton,MIXED HARDWOOD,7.0,0.46,28.0,1249.0,8.0
2017,PULPWOOD,ton,RED PINE,7.0,1.0,14.0,16.0,7.0
2017,PULPWOOD,ton,SPRUCE & FIR,5.0,0.5,18.0,343.0,7.0
2017,PULPWOOD,ton,WHITE PINE,3.0,0.2,9.0,383.0,3.0
2018,BIOMASS,ton,ALL SPECIES,1.48,0.37,4.0,626.0,1.51
2018,SAWLOG,MBF,ASH,168.0,50.0,367.0,472.0,169.0
2018,SAWLOG,MBF,ASPEN/POPLAR,95.0,23.0,200.0,93.0,78.0
2018,SAWLOG,MBF,BEECH,103.0,10.0,200.0,28.0,94.0
2018,SAWLOG,MBF,CEDAR,141.0,33.0,190.0,139.0,136.0
2018,SAWLOG,MBF,HEMLOCK,69.0,20.0,140.0,448.0,58.0
2018,SAWLOG,MBF,RED OAK,311.0,100.0,621.0,543.0,293.0
2018,SAWLOG,MBF,RED PINE,59.0,20.0,180.0,107.0,64.0
2018,SAWLOG,MBF,RED/WHITE MAPLE,126.0,26.0,337.0,477.0,135.0
2018,SAWLOG,MBF,SPRUCE & FIR,180.0,30.0,250.0,628.0,122.0
